company_permalink,acquirer_permalink,acquirer_name,acquirer_category_code,acquirer_country_code,acquirer_state_code,acquirer_region,acquirer_city,price_amount,price_currency_code,acquired_at,acquired_at_cleaned,id
/company/waywire,/company/magnify,Magnify,games_video,USA,NY,New York,New York,,USD,10/17/13,2013-10-17 00:00:00,1
/company/1-nation-technology,/company/vology,Vology,other,,,unknown,,,USD,1/1/06,2006-01-01 00:00:00,2
/company/1-stop-financial-service-centers-of-america,/company/confie-seguros,Confie Seguros,enterprise,USA,CA,Los Angeles,Buena Park,,USD,2/3/14,2014-02-03 00:00:00,3
/company/1-800-contacts-2,/company/thomas-h-lee-partners,Thomas H. Lee Partners,,USA,MA,Boston,Boston,,USD,1/7/14,2014-01-07 00:00:00,4
/company/1000memories,/company/ancestry-com,Ancestry,ecommerce,USA,UT,Salt Lake City,Provo,,USD,10/3/12,2012-10-03 00:00:00,5
/company/10best,/company/nile-guide,NileGuide,social,USA,CA,SF Bay,San Francisco,,USD,1/25/11,2011-01-25 00:00:00,6
/company/10east,/company/railcar-management,Railcar Management,enterprise,,,unknown,,,USD,4/14/09,2009-04-14 00:00:00,7
/company/10k-wizard,/company/morningstar,Morningstar,software,USA,IL,Chicago,Chicago,,USD,12/4/08,2008-12-04 00:00:00,8
/company/123linkit-com,/company/netline,NetLine,advertising,USA,CA,SF Bay,Los Gatos,,USD,12/6/11,2011-12-06 00:00:00,9
/company/123people,/company/pagesjaunes,PagesJaunes,advertising,FRA,,Paris,Sevres,,USD,3/19/10,2010-03-19 00:00:00,10
/company/12designer,/company/99designs,99designs,design,USA,CA,SF Bay,San Francisco,,USD,8/6/12,2012-08-06 00:00:00,11
/company/12society,/company/quarterly,Quarterly,web,USA,CA,Los Angeles,West Hollywood,,USD,7/3/13,2013-07-03 00:00:00,12
/company/1form-com,/company/rea-group,REA Group,news,AUS,,Victoria,Victoria,1.5E7,USD,1/14/14,2014-01-14 00:00:00,13
/company/1st-choice-security-solutions,/company/comcam,ComCam,,USA,PA,Philadelphia,West Chester,,USD,4/13/11,2011-04-13 00:00:00,14
/company/1vault-networks,/company/peak-10,Peak 10,network_hosting,USA,NC,Charlotte,Charlotte,,USD,12/22/09,2009-12-22 00:00:00,15
/company/2020-social,/company/publicis-groupe,Publicis Groupe,public_relations,FRA,,Paris,Paris,,USD,10/1/10,2010-10-01 00:00:00,16
/company/20-20-media,/company/publicis-groupe,Publicis Groupe,public_relations,FRA,,Paris,Paris,,USD,10/1/10,2010-10-01 00:00:00,17
/company/21st-century-infra-tele,/company/wireless-tt-info-services,Wireless TT Info Services,public_relations,IND,,Hyderabad,Hyderabad,,USD,4/6/10,2010-04-06 00:00:00,18
/company/236-com,/company/huffingtonpost,The Huffington Post,news,USA,NY,New York,New York,,USD,1/14/09,2009-01-14 00:00:00,19
/company/24-solutions-ab,/company/24mas,24MAS,,SWE,,Nacka,Nacka,,USD,12/23/09,2009-12-23 00:00:00,20
/company/24-7-real-media,/company/wpp,WPP,public_relations,USA,NY,New York,New York,6.49E8,USD,5/17/08,2008-05-17 00:00:00,21
/company/24-7-solutions,/company/sentel,Sentel,other,,,unknown,,,USD,4/16/09,2009-04-16 00:00:00,22
/company/280-north,/company/motorola-mobility,Motorola Mobility,mobile,USA,,United States - Other,,2.0E7,USD,7/1/10,2010-07-01 00:00:00,23
/company/280-north,/company/motorola-solutions,Motorola Solutions,enterprise,USA,IL,Chicago,Schaumburg,2.0E7,USD,7/1/10,2010-07-01 00:00:00,24
/company/2ergo,/company/soundbite-communication,SoundBite Communications,public_relations,USA,VA,Bedford,Bedford,,USD,2/1/12,2012-02-01 00:00:00,25
/company/2nd-story-software-inc,/company/blucora,Blucora,web,USA,WA,Seattle,Bellevue,2.875E8,USD,1/9/12,2012-01-09 00:00:00,26
/company/2web-technologies,/company/google,Google,search,USA,CA,SF Bay,Mountain View,,USD,6/1/06,2006-06-01 00:00:00,27
/company/2wire,/company/pace,Pace,hardware,GBR,,England,England,4.75E8,USD,7/26/10,2010-07-26 00:00:00,28
/company/3-blokes-studios,/company/rockyou,RockYou,games_video,USA,CA,SF Bay,Redwood City,,USD,6/1/11,2011-06-01 00:00:00,29
/company/3001,/company/northrop-grumman,Northrop Grumman,security,USA,CA,Los Angeles,Los Angeles,,USD,9/10/08,2008-09-10 00:00:00,30
/company/360-scheduling,/company/ifs,IFS,software,,,unknown,,,USD,9/30/10,2010-09-30 00:00:00,31
/company/360-vantage,/company/ims-health,IMS Health,web,USA,CT,Danbury,Danbury,,USD,5/20/13,2013-05-20 00:00:00,32
/company/360commerce,/company/oracle,Oracle Corporation,enterprise,USA,CA,SF Bay,Redwood City,,USD,1/18/06,2006-01-18 00:00:00,33
/company/360networks,/company/zayo-group,Zayo Group,public_relations,USA,CO,Denver,Louisville,,USD,10/1/11,2011-10-01 00:00:00,34
/company/360networks,/company/zayo-bandwidth,Zayo Bandwidth,network_hosting,USA,CO,Denver,Louisville,,USD,12/2/11,2011-12-02 00:00:00,35
/company/380-development,/company/kb-marine-holdings,KB Marine Holdings,,,,unknown,,,USD,11/11/09,2009-11-11 00:00:00,36
/company/3com,/company/hewlett-packard,Hewlett-Packard,web,USA,CA,SF Bay,Palo Alto,2.7E9,USD,11/11/09,2009-11-11 00:00:00,37
/company/3d-geo,/company/autodesk,Autodesk,software,USA,CA,SF Bay,San Rafael,,USD,9/9/08,2008-09-09 00:00:00,38
/company/3d-markets,/company/pipeline-financial-group,Pipeline Financial Group,enterprise,USA,NY,New York,New York,,USD,4/22/09,2009-04-22 00:00:00,39
/company/3d3r,/company/chegg,Chegg,education,USA,CA,SF Bay,Santa Clara,,USD,11/14/11,2011-11-14 00:00:00,40
/company/3db-research,/company/harman-international,Harman International Industries,other,USA,CT,New York,Stamford,,USD,2/18/11,2011-02-18 00:00:00,41
/company/3done-software,/company/actify,Actify,,USA,CA,SF Bay,San Francisco,,USD,7/6/11,2011-07-06 00:00:00,42
/company/3dtin,/company/lagoa,Lagoa,enterprise,CAN,,Montreal,"Montreal, Quebec",,USD,9/22/13,2013-09-22 00:00:00,43
/company/3e-company,/company/verisk-analytics,Verisk Analytics,public_relations,USA,NJ,New York,Jersey City,1.1E8,USD,12/7/10,2010-12-07 00:00:00,44
/company/3leaf,/company/huawei,Huawei Technologies,network_hosting,CHN,,Shenzhen,Shenzhen,,USD,2/19/11,2011-02-19 00:00:00,45
/company/3lm,/company/motorola-mobility,Motorola Mobility,mobile,USA,,United States - Other,,,USD,2/14/11,2011-02-14 00:00:00,46
/company/3par,/company/hewlett-packard,Hewlett-Packard,web,USA,CA,SF Bay,Palo Alto,2.35E9,USD,9/2/10,2010-09-02 00:00:00,47
/company/3pd-inc,/company/xpo-logistics,XPO Logistics,ecommerce,USA,CT,New York,Greenwich,3.65E8,USD,8/16/13,2013-08-16 00:00:00,48
/company/3ple-media,/company/newnet-communication-technologies,NewNet Communication Technologies,public_relations,USA,IL,Chicago,Arlington Heights,,USD,10/19/10,2010-10-19 00:00:00,49
/company/3rd-power,/company/webmediabrands,WebMediaBrands,web,USA,NY,New York,New York,,USD,1/3/10,2010-01-03 00:00:00,50
/company/3rdwhale,/company/gengreen,GenGreen,cleantech,,,unknown,,,USD,9/30/09,2009-09-30 00:00:00,51
/company/3tera,/company/ca,CA Technologies,software,USA,NY,Islandia,Islandia,,USD,2/24/10,2010-02-24 00:00:00,52
/company/3x-systems,/company/trustyd,Trustyd,,,,unknown,,,USD,10/25/12,2012-10-25 00:00:00,53
/company/4home,/company/motorola-solutions,Motorola Solutions,enterprise,USA,IL,Chicago,Schaumburg,,USD,12/1/10,2010-12-01 00:00:00,54
/company/4m-wireless,/company/u-blox-ag,u-blox AG,,,,unknown,,9000000.0,USD,4/24/12,2012-04-24 00:00:00,55
/company/504investor-com,/company/pivx-solutions,PivX Solutions,software,NZL,,New Zealand - Other,,,USD,10/25/08,2008-10-25 00:00:00,56
/company/55bbs-com,/company/cnetnetworks,CNET Networks,web,USA,CA,SF Bay,San Francisco,,USD,6/18/08,2008-06-18 00:00:00,57
/company/56-com,/company/renren-inc,Renren Inc.,web,CHN,,Beijing,Beijing,8.0E7,USD,9/26/11,2011-09-26 00:00:00,58
/company/5min,/company/aol,AOL,news,USA,NY,New York,New York,6.5E7,USD,9/28/10,2010-09-28 00:00:00,59
/company/5to1,/company/yahoo,Yahoo!,web,USA,CA,SF Bay,Sunnyvale,3.0E7,USD,5/1/11,2011-05-01 00:00:00,60
/company/60mo,/company/freeagent-central,FreeAgent,software,GBR,,Edinburgh,Edinburgh,,USD,5/3/12,2012-05-03 00:00:00,61
/company/6consulting,/company/radian6,Salesforce Radian6,web,CAN,,Fredericton,Fredericton,,USD,3/11/11,2011-03-11 00:00:00,62
/company/6n-silicon,/company/silicor-materials,Silicor Materials,manufacturing,USA,CA,SF Bay,San Jose,,USD,2/11/10,2010-02-11 00:00:00,63
/company/six-waves,/company/six-waves,6Waves,games_video,HKG,,Causeway Bay,Causeway Bay,,USD,7/18/11,2011-07-18 00:00:00,64
/company/72-acre-property,/company/paragon-communications,Paragon Communications,public_relations,USA,MA,Boston,Ashland,,USD,8/14/12,2012-08-14 00:00:00,65
/company/724-solutions,/company/mobixell,Mobixell Networks,mobile,USA,CA,SF Bay,San Jose,,USD,1/22/10,2010-01-22 00:00:00,66
/company/798-inc,/company/the-fennetic-company,The Fennetic Company,games_video,,,unknown,,,GBP,8/12/10,2010-08-12 00:00:00,67
/company/7inkjet-com,/company/lexon-technologies,Lexon Technologies,other,USA,CA,Los Angeles,La Mirada,,USD,11/5/09,2009-11-05 00:00:00,68
/company/7ticks,/company/interactive-data,Interactive Data,software,USA,MA,Boston,Bedford,,USD,12/14/09,2009-12-14 00:00:00,69
/company/80-20,/company/square,Square,mobile,USA,CA,SF Bay,San Francisco,,USD,10/1/12,2012-10-01 00:00:00,70
/company/8x8-inc,/company/contactual,Contactual,hardware,USA,CA,SF Bay,Redwood City,,USD,9/15/11,2011-09-15 00:00:00,71
/company/90-degree-software,/company/microsoft,Microsoft,software,USA,WA,Seattle,Redmond,,USD,3/14/08,2008-03-14 00:00:00,72
/company/9rules,/company/splashpress,Splashpress,advertising,,,unknown,,,USD,8/27/09,2009-08-27 00:00:00,73
/company/9threads,/company/stone,Stone,advertising,USA,OH,Cincinnati,Independence,,USD,1/1/12,2012-01-01 00:00:00,74
/company/last-software,/company/google,Google,search,USA,CA,SF Bay,Mountain View,,USD,3/14/06,2006-03-14 00:00:00,75
/company/a-bit-lucky,/company/zynga,Zynga,games_video,USA,CA,SF Bay,San Francisco,,USD,9/17/12,2012-09-17 00:00:00,76
/company/a-life-medical,/company/ingenix,Ingenix,consulting,USA,MN,Minneapolis,Eden Prairie,,USD,9/21/10,2010-09-21 00:00:00,77
/company/a-s-a-p-advisor-services,/company/evestment-alliance,eVestment,analytics,USA,GA,Atlanta,Marietta,,USD,12/1/11,2011-12-01 00:00:00,78
/company/a1vacations,/company/homeaway,HomeAway,travel,USA,TX,Austin,Austin,,USD,2/1/05,2005-02-01 00:00:00,79
/company/aaromba-technologies,/company/csg-limited,CSG Limited,software,AUS,,Darwin NT,Darwin NT,,USD,6/2/10,2010-06-02 00:00:00,80
/company/aaron-walton-entertainment,/company/omnicom-group,Omnicom Group,,USA,NY,New York,New York,,USD,4/26/02,2002-04-26 00:00:00,81
/company/aastra-technologies,/company/mitel-networks-corporation,Mitel Networks Corporation,public_relations,CAN,,Kanata,Kanata,,USD,11/11/13,2013-11-11 00:00:00,82
/company/abacus-ew-consultancy,/company/mass-consultants,Mass Consultants,,GBR,,Cambridgeshire,Cambridgeshire,,USD,5/1/10,2010-05-01 00:00:00,83
/company/abacus-international,/company/decision-resources-group,Decision Resources Group,,USA,MA,Boston,Burlington,,USD,12/4/12,2012-12-04 00:00:00,84
/company/abacus-transcriptions,/company/imedx,iMedX,enterprise,USA,GA,Atlanta,Atlanta,,USD,12/21/11,2011-12-21 00:00:00,85
/company/abb-cade,/company/hewlett-packard,Hewlett-Packard,web,USA,CA,SF Bay,Palo Alto,,USD,12/31/91,1991-12-31 00:00:00,86
/company/abcro,/company/ppd,PPD,biotech,USA,NC,Wilmington,Wilmington,,USD,4/21/09,2009-04-21 00:00:00,87
/company/abilitycrm,/company/business-decision,Business & Decision,consulting,USA,PA,Philadelphia,Wayne,,USD,7/2/12,2012-07-02 00:00:00,88
/company/able-belgium,/company/vasco,VASCO Data Security International,security,USA,IL,Chicago,Oakbrook Terrace,,USD,1/1/06,2006-01-01 00:00:00,89
/company/abnormal-returns,/company/stocktwits,StockTwits,web,USA,CA,San Diego,San Diego,,USD,1/25/10,2010-01-25 00:00:00,90
/company/about-me,/company/shutterfly,Shutterfly,ecommerce,USA,CA,SF Bay,Redwood City,,USD,6/27/07,2007-06-27 00:00:00,91
/company/about-reverse-mortgages,/company/reverse-mortgage-lenders-direct,Reverse Mortgage Lenders Direct,finance,USA,FL,Fort Lauderdale,Ft Lauderdale,50000.0,USD,9/8/12,2012-09-08 00:00:00,92
/company/about-com,/company/iac,IAC,news,USA,NY,New York,New York,3.0E8,USD,8/27/12,2012-08-27 00:00:00,93
/company/about-com,/company/newyorktimes,New York Times,news,USA,NY,New York,New York,4.1E8,USD,3/18/05,2005-03-18 00:00:00,94
/company/aboutme,/company/aol,AOL,news,USA,NY,New York,New York,3.5E7,USD,12/20/10,2010-12-20 00:00:00,95
/company/aboutme,/company/tony-conrad-ryan-freitas,Tony Conrad & Ryan Freitas,,,,unknown,,,USD,2/5/13,2013-02-05 00:00:00,96
/company/aboutweblogs,/company/b5media,b5media,news,CAN,,Toronto,"Toronto, ON",,USD,11/7/05,2005-11-07 00:00:00,97
/company/abovenet,/company/zayo-bandwidth,Zayo Bandwidth,network_hosting,USA,CO,Denver,Louisville,2.2E9,USD,3/19/12,2012-03-19 00:00:00,98
/company/abraxis-bioscience,/company/celgene,Celgene,biotech,USA,NJ,Summit,Summit,2.9E9,USD,6/30/10,2010-06-30 00:00:00,99
/company/absolute-punk,/company/spin-media,SpinMedia,music,USA,CA,Los Angeles,Hollywood,,USD,5/5/08,2008-05-05 00:00:00,100
/company/virgin-radio,/company/timl-golden-square,TIML Golden Square,,,,unknown,,1.053E8,USD,5/31/08,2008-05-31 00:00:00,101
/company/absorbent-ink,/company/printglobe,PrintGlobe,ecommerce,USA,TX,Austin,Austin,,USD,1/12/10,2010-01-12 00:00:00,102
/company/academic-management-systems,/company/connectedu,ConnectEdu,education,USA,MA,Boston,Boston,,USD,9/24/10,2010-09-24 00:00:00,103
/company/acambis,/company/sanofi-pasteur,Sanofi Pasteur,biotech,FRA,,Lyon,Lyon,5.6496E8,USD,7/25/08,2008-07-25 00:00:00,104
/company/acartus,/company/emc,EMC,enterprise,USA,MA,Boston,Hopkinton,,USD,10/26/05,2005-10-26 00:00:00,105
/company/accela-communications,/company/kit-digital,KIT digital,games_video,CZE,,Prague,Prague,4700000.0,USD,9/9/10,2010-09-09 00:00:00,106
/company/accelicon-technologies,/company/agilent,Agilent Technologies,biotech,USA,CA,SF Bay,Santa Clara,,USD,12/1/11,2011-12-01 00:00:00,107
/company/accelio-corporation,/company/adobe-systems,Adobe Systems,software,USA,CA,SF Bay,San Jose,,USD,4/15/02,2002-04-15 00:00:00,108
/company/accelrys,/company/dassault,Dassault Systemes,software,FRA,,France - Other,,7.5E8,USD,1/30/14,2014-01-30 00:00:00,109
/company/accent-on-integration,/company/iatric-systems,Iatric Systems,hardware,USA,,unknown,Boxford,,USD,5/29/13,2013-05-29 00:00:00,110
/company/accenx-technologies,/company/initiate-systems,Initiate Systems,enterprise,USA,IL,Chicago,Chicago,,USD,10/1/09,2009-10-01 00:00:00,111
/company/accept-software,/company/artemis-international,Artemis International,,USA,TX,Austin,Austin,,USD,10/9/12,2012-10-09 00:00:00,112
/company/accept-com,/company/amazon,Amazon,ecommerce,USA,WA,Seattle,Seattle,,USD,6/11/99,1999-06-11 00:00:00,113
/company/accero,/company/sumtotal-systems,SumTotal Systems,enterprise,USA,FL,Gainesville,Gainesville,,USD,7/7/11,2011-07-07 00:00:00,114
/company/accertify,/company/americanexpress,American Express,other,USA,,TBD,,1.5E8,USD,11/1/10,2010-11-01 00:00:00,115
/company/access-communications,/company/zayo-group,Zayo Group,public_relations,USA,CO,Denver,Louisville,4.0E7,USD,8/19/13,2013-08-19 00:00:00,116
/company/access-data,/company/broadridge,Broadridge,enterprise,,,unknown,,4.5E7,USD,5/21/09,2009-05-21 00:00:00,117
/company/access360,/company/ibm,IBM,software,USA,NY,New York,Armonk,,USD,9/2/02,2002-09-02 00:00:00,118
/company/acclarent,/company/johnson-johnson,Johnson & Johnson,biotech,USA,NJ,New Brunswick,New Brunswick,7.85E8,USD,12/17/09,2009-12-17 00:00:00,119
/company/accoleo,/company/airbnb,Airbnb,travel,USA,CA,SF Bay,San Francisco,,USD,6/1/11,2011-06-01 00:00:00,120
/company/accomplice,/company/vertabase,Vertabase,software,USA,MI,Detroit,Southfield,,USD,7/1/08,2008-07-01 00:00:00,121
/company/accord-technologies,/company/hostech,Hostech,,AUS,,Australia - Other,,,USD,4/23/10,2010-04-23 00:00:00,122
/company/accordent-technologies,/company/polycom-2,Polycom,enterprise,USA,CA,SF Bay,San Jose,,USD,3/23/11,2011-03-23 00:00:00,123
/company/accovia,/company/acceo-solutions,ACCEO Solutions,software,CAN,,Montreal,Montreal,,USD,1/1/06,2006-01-01 00:00:00,124
/company/accu-time-systems,/company/amano-usa-holdings,Amano USA Holdings,,USA,NJ,Roseland,Roseland,,USD,3/2/10,2010-03-02 00:00:00,125
/company/accugenix,/company/charles-river-laboratories-international,Charles River Laboratories International,biotech,USA,MA,Boston,Wilmington,,USD,8/29/12,2012-08-29 00:00:00,126
/company/accumetrics,/company/itc,ITC,biotech,USA,NY,TBD,New Yord,,USD,8/30/13,2013-08-30 00:00:00,127
/company/accuri-cytometers,/company/becton-dickinson-and-company,"(Becton, Dickinson and Company)",,,,unknown,,,USD,3/18/11,2011-03-18 00:00:00,128
/company/ace-comm,/company/ariston-global,Ariston Global,,,,unknown,,,USD,9/24/08,2008-09-24 00:00:00,129
/company/acerno,/company/akamai-technologies,Akamai Technologies,enterprise,USA,MA,Boston,Cambridge,9.5E7,USD,10/21/08,2008-10-21 00:00:00,130
/company/acess-company,/company/owlparrot,Owlparrot,mobile,USA,CA,Sacramento,Sacramento,,USD,6/14/11,2011-06-14 00:00:00,131
/company/acme-building-brands,/company/berkshire-hathaway-corp,Berkshire Hathaway Corp.,,USA,NE,Omaha,Omaha,,USD,8/1/00,2000-08-01 00:00:00,132
/company/acme-packet,/company/oracle,Oracle Corporation,enterprise,USA,CA,SF Bay,Redwood City,,USD,2/4/13,2013-02-04 00:00:00,133
/company/acopia-networks,/company/f5-networks,F5 Networks,other,USA,WA,Seattle,Seattle,2.1E8,USD,8/6/07,2007-08-06 00:00:00,134
/company/acrobot,/company/stanmore-implants,Stanmore Implants Worldwide,biotech,GBR,,London,Elstree,,USD,10/14/10,2010-10-14 00:00:00,135
/company/actacell,/company/contour-energy-systems,Contour Energy Systems,cleantech,USA,CA,Los Angeles,Azusa,,USD,9/6/12,2012-09-06 00:00:00,136
/company/actagene-oncology,/company/ignyta,Ignyta,biotech,USA,CA,San Diego,San Diego,,USD,5/20/13,2013-05-20 00:00:00,137
/company/acteea,/company/pivotlink-formerly-seatab,PivotLink,software,USA,CA,SF Bay,San Francisco,,USD,1/16/12,2012-01-16 00:00:00,138
/company/actiepagina,/company/whale-shark-media,"RetailMeNot, Inc.",web,USA,TX,Austin,Austin,,USD,3/13/13,2013-03-13 00:00:00,139
/company/actimis-pharmaceuticals,/company/boehringer-ingelheim,Boehringer Ingelheim,biotech,DEU,,Ingelheim,Ingelheim,5.15E8,USD,6/17/08,2008-06-17 00:00:00,140
/company/action-climbing-frames,/company/big-game-hunters,Big Game Hunters,ecommerce,GBR,,London,Oxfordshire,160000.0,GBP,4/1/07,2007-04-01 00:00:00,141
/company/actionengine,/company/mobui,Mobui,mobile,USA,WA,Seattle,Redmond,,USD,10/13/08,2008-10-13 00:00:00,142
/company/actiontop-electronics,/company/cantronic-systems,Cantronic Systems,,CAN,,Coquitlam,"Coquitlam, BC",3400000.0,CAD,6/30/10,2010-06-30 00:00:00,143
/company/activa-live,/company/salesforce,Salesforce,enterprise,USA,CA,SF Bay,San Francisco,,USD,9/24/10,2010-09-24 00:00:00,144
/company/activecause,/company/ingk-labs,Ingk Labs,news,USA,NY,New York,New York,,USD,9/13/11,2011-09-13 00:00:00,145
/company/activemedia,/company/acceo-solutions,ACCEO Solutions,software,CAN,,Montreal,Montreal,,USD,1/1/10,2010-01-01 00:00:00,146
/company/actividentity,/company/hid-global,HID Global,security,USA,CA,Los Angeles,Irvine,,USD,12/16/10,2010-12-16 00:00:00,147
/company/acton-pharmaceuticals,/company/meda,Meda,biotech,SWE,,Solna,Solna,1.35E8,USD,8/30/13,2013-08-30 00:00:00,148
/company/actona-technologies,/company/cisco,Cisco,hardware,USA,CA,SF Bay,San Jose,,USD,6/29/04,2004-06-29 00:00:00,149
/company/actual-systems,/company/solera-holdings,Solera Holdings,software,USA,CA,San Diego,San Diego,,USD,5/29/12,2012-05-29 00:00:00,150
/company/acuo-technologies,/company/lexmark,Lexmark,hardware,USA,KY,Lexington,Lexington,,USD,1/2/13,2013-01-02 00:00:00,151
/company/ad-infuse,/company/velti,Velti,mobile,USA,CA,SF Bay,San Francisco,,USD,5/12/09,2009-05-12 00:00:00,152
/company/ad2games,/company/hitfox-group,HitFox Group,games_video,DEU,,Berlin,Berlin,,USD,2/8/12,2012-02-08 00:00:00,153
/company/adap-tv,/company/aol,AOL,news,USA,NY,New York,New York,4.05E8,USD,8/7/13,2013-08-07 00:00:00,154
/company/adapt-technologies,/company/webvisible,WebVisible,software,USA,CA,Playa VIsta,Playa Vista,,USD,11/20/08,2008-11-20 00:00:00,155
/company/adaptive-real-estate-services,/company/vast,Vast,real_estate,USA,CA,SF Bay,San Francisco,,USD,1/10/08,2008-01-10 00:00:00,156
/company/adaptiveads,/company/glammedia,Glam Media,web,USA,CA,SF Bay,Brisbane,,USD,1/29/09,2009-01-29 00:00:00,157
/company/adaptlogic-ab,/company/enreach,Enreach,advertising,FIN,,Helsinki,Helsinki,,USD,11/17/11,2011-11-17 00:00:00,158
/company/adbrite,/company/site-scout,Site Scout,advertising,CAN,,Toronto,Toronto,,USD,6/20/13,2013-06-20 00:00:00,159
/company/adcamp,/company/pult-group,Pult Group,advertising,RUS,,Moscow,Moscow,,USD,10/1/13,2013-10-01 00:00:00,160
/company/adcamp,/company/seopult,SeoPult,advertising,RUS,,Moscow,Moscow,,USD,10/1/13,2013-10-01 00:00:00,161
/company/adcentricity,/company/bee-media,Bee Media,mobile,,,unknown,,,USD,4/23/12,2012-04-23 00:00:00,162
/company/adcombination,/company/adviva,Specific Media,advertising,GBR,,London,London,,USD,12/1/10,2010-12-01 00:00:00,163
/company/add-on-exchange,/company/goip-global,GoIP Global,web,USA,NY,New York,New York,,USD,11/19/10,2010-11-19 00:00:00,164
/company/addme,/company/trellian,Trellian,advertising,AUS,,Beaumaris,Beaumaris,,USD,4/10/08,2008-04-10 00:00:00,165
/company/addonauto,/company/reynolds-and-reynolds,Reynolds and Reynolds,,USA,OH,Dayton,Kettering,,USD,1/24/14,2014-01-24 00:00:00,166
/company/addrenex-pharmaceuticals,/company/sciele-pharma,Sciele Pharma,biotech,USA,GA,Atlanta,Atlanta,2.9E7,USD,11/16/09,2009-11-16 00:00:00,167
/company/addressdoctor,/company/informatica,Informatica,software,USA,CA,SF Bay,Redwood City,,USD,6/2/09,2009-06-02 00:00:00,168
/company/addval-technology,/company/accenture,Accenture,consulting,USA,CA,San Diego,San Diego,,USD,5/1/08,2008-05-01 00:00:00,169
/company/adea,/company/valtech,Valtech,software,FRA,,Paris,Paris,3.9E7,USD,12/22/10,2010-12-22 00:00:00,170
/company/adecn,/company/microsoft,Microsoft,software,USA,WA,Seattle,Redmond,,USD,7/26/07,2007-07-26 00:00:00,171
/company/adelphia-communications,/company/comcast,Comcast,games_video,USA,PA,Philadelphia,Philadelphia,,USD,7/31/06,2006-07-31 00:00:00,172
/company/adengage,/company/technorati,Technorati,advertising,USA,CA,SF Bay,San Francisco,,USD,10/1/08,2008-10-01 00:00:00,173
/company/adeptol,/company/accusoft-pegasus-2,Accusoft Pegasus,,,,unknown,,,USD,10/3/11,2011-10-03 00:00:00,174
/company/adeptra,/company/fair-isaac-corporation,FICO (Fair Isaac Corporation),software,USA,MN,Minneapolis,Minneapolis,1.15E8,USD,8/16/12,2012-08-16 00:00:00,175
/company/aderant,/company/bigwords-com,BIGWORDS.com,web,USA,MD,Washington DC,Annapolis,,USD,11/3/08,2008-11-03 00:00:00,176
/company/adesta,/company/g4s,G4S,security,GBR,,London,West Sussex,6.6E7,USD,11/17/09,2009-11-17 00:00:00,177
/company/adesta-assets,/company/zayo-group,Zayo Group,public_relations,USA,CO,Denver,Louisville,,USD,9/1/08,2008-09-01 00:00:00,178
/company/adgrok,/company/twitter,Twitter,social,USA,CA,SF Bay,San Francisco,1.0E7,USD,5/31/11,2011-05-31 00:00:00,179
/company/adherence-technologies,/company/vocollect,Vocollect,hardware,USA,PA,Pittsburg,Pittsburgh,,USD,1/1/06,2006-01-01 00:00:00,180
/company/adhubs,/company/reply-com,Reply! Inc.,advertising,USA,CA,SF Bay,San Ramon,,USD,2/4/11,2011-02-04 00:00:00,181
/company/aditime,/company/asure-software,Asure Software,software,USA,TX,Austin,Austin,,USD,10/3/11,2011-10-03 00:00:00,182
/company/adiana,/company/cytyc,Cytyc,biotech,USA,MA,Boston,Marlborough,2.15E8,USD,2/26/07,2007-02-26 00:00:00,183
/company/ad-network-adisn,/company/crowdgather,CrowdGather,web,USA,CA,Los Angeles,Woodland Hills,5500000.0,USD,6/10/10,2010-06-10 00:00:00,184
/company/adjacency,/company/sapient,Sapient,enterprise,USA,MA,Boston,Boston,,USD,1/1/99,1999-01-01 00:00:00,185
/company/adjitsu,/company/amobee,Amobee,advertising,USA,CA,SF Bay,Redwood City,,USD,5/8/12,2012-05-08 00:00:00,186
/company/adjustware,/company/aitoc,AITOC,ecommerce,,,unknown,,,USD,11/2/09,2009-11-02 00:00:00,187
/company/adku,/company/groupon,Groupon,web,USA,IL,Chicago,Chicago,,USD,2/3/12,2012-02-03 00:00:00,188
/company/admarvel,/company/opera-software,Opera Software,software,NOR,,Oslo,Oslo,8000000.0,USD,1/20/10,2010-01-20 00:00:00,189
/company/admax-network,/company/komli-media,Komli Media,advertising,IND,,Mumbai,Mumbai,,USD,2/1/12,2012-02-01 00:00:00,190
/company/admeld,/company/google,Google,search,USA,CA,SF Bay,Mountain View,4.0E8,CAD,6/1/11,2011-06-01 00:00:00,191
/company/administrative-partners,/company/tribridge,Tribridge,software,USA,FL,Tampa,Tampa,,USD,7/4/08,2008-07-04 00:00:00,192
/company/adminserver,/company/oracle,Oracle Corporation,enterprise,USA,CA,SF Bay,Redwood City,,USD,5/1/08,2008-05-01 00:00:00,193
/company/admmicro,/company/gridpoint,GridPoint,cleantech,USA,VA,Washington DC,Arlington,,USD,11/9/09,2009-11-09 00:00:00,194
/company/admob,/company/google,Google,search,USA,CA,SF Bay,Mountain View,7.5E8,USD,11/9/09,2009-11-09 00:00:00,195
/company/admovate,/company/yahoo,Yahoo!,web,USA,CA,SF Bay,Sunnyvale,,USD,7/17/13,2013-07-17 00:00:00,196
/company/adnagen,/company/oncovista-innovative-therapies,OncoVista Innovative Therapies,biotech,USA,TX,San Antonio,San Antonio,,USD,6/18/08,2008-06-18 00:00:00,197
