评论内容,评论时间,评论人等级,评论类型,评论内容-新,情感分值
向老爹问好，祝身体健康！,2022-02-26 20:50:39,4,评论,向老爹问好，祝身体健康！,0.6808
谢谢[给心心][给心心],2022-02-26 23:13:54,6,回复,谢,0.4988
都不会用六脉神剑，还好意思说自己在大理当武侠[吃瓜],2022-02-26 20:42:21,5,评论,都不会用六脉神剑，还好意思说自己在大理当武侠,0.0022
一看到大理，我血脉里的武侠DNA就觉醒了,2022-02-26 22:29:56,4,回复,一看到大理，我血脉里的武侠DNA就觉醒了,0.6331
会六脉神剑有什么好自豪的？你有几个好妹妹了？[doge],2022-02-27 10:59:11,5,回复,会六脉神剑有什么好自豪的？你有几个好妹了？,0.1826
哈哈哈哈，我逍遥派武功无敌,2022-03-08 21:45:56,5,回复,哈，我逍遥派武功无敌,0.9686
天龙八部主角是乔峰，你的衣服是乔峰的衣服所以大家会笑哈哈哈，还有开头的小哥鼓打的真好，我看了两遍[星星眼][星星眼],2022-02-27 13:21:06,6,评论,天龙八部主角是乔峰，你的衣服是乔峰的衣服所以大家会笑哈，还有开头的小哥鼓打的真好，我看了两遍,0.9451
大理是段誉[OK],2022-03-02 15:11:44,4,回复,大理是段誉,0.5468
回复 @Evanwyfjx :虚竹呢，可是得了百年的功力的,2022-03-08 21:48:22,5,回复,回复 @Evanwyfjx :虚竹呢，可是得了百年的功力的,0.0006
坏了，我成外国人[doge],2022-02-26 20:40:38,5,评论,坏了，我成外国人,0.002
挪威球！,2022-02-26 21:41:16,3,回复,挪威球！,0.5967
谢了！极糟糕的一天终于被你这片头就轻松地彻底治愈了！🌹,2022-02-26 20:43:09,5,评论,谢了！极糟糕的一天终于被你这片头就轻松地彻底治愈了！🌹,0.9951
小腿使力，乱披风无疑[妙啊][妙啊][妙啊],2022-02-26 20:47:24,4,评论,小腿使力，乱披风无疑,0.1449
乱披风之舞,2022-02-26 20:55:09,4,回复,乱披风之舞,0.0121
丽江古镇要去吗？还有西双版纳,2022-02-26 21:31:54,5,评论,丽江古镇要去吗？还有西双版纳,0.0149
我每天一杯茶是有的，每天一杯咖啡。。。。怕不是得天天喷射，肠胃不耐受，喜欢咖啡味道，也就偶尔喝一次。,2022-02-26 22:22:07,6,评论,我每天一杯茶是有的，每天一杯咖啡。怕不是得天喷射，肠胃不耐受，喜欢咖啡味道，也就偶尔喝一次。,0.8571
问题是咖啡后含脂肪，每天两杯首先得患上脂肪肝，比如我,2022-02-26 23:46:54,6,回复,问题是咖啡后含脂肪，每天两杯首先得患上脂肪肝，比如我,0.0007
回复 @年长的老人 :纳尼？！,2022-02-26 23:52:34,6,回复,回复 @年长的老人 :纳尼？！,0.0009
我喜欢喝黑咖啡,2022-03-07 08:51:48,3,回复,我喜欢喝黑咖啡,0.9517
这个鼓手太牛了。不知道你们有没有发现，他每一次敲下去，出来的动静，是两声。如果不是因为场地回声，那只能证明他的技法非常nb。,2022-03-07 16:25:58,6,评论,这个鼓手太牛了。不知道你们有没有发现，他每一次敲下去，出来的动静，是两声。如果不是因为场地回声，那只能证明他的技法非常nb。,0.0005
这鼓敲的，战鼓隆隆，很应当前俄乌形势！,2022-02-26 22:17:29,5,评论,这鼓敲的，战鼓隆，很应当前俄乌形势！,0.8961
哥们，你的造型再加上一顶阿拉伯帽子，活脱脱的西域胡商,2022-03-01 22:19:23,4,评论,哥们，你的造型再加上一顶阿拉伯帽子，活脱的西域胡商,0.9947
Yunnan is so diverse in culture and geography,2022-03-01 09:04:14,4,评论,Yunan is so diverse in culture and geography,0.9278
天龙八部？电影？杨过？全介绍乱了。,2022-02-26 21:28:19,5,评论,天龙八部？电影？杨过？全介绍乱了。,0.0006
大理段家,2022-02-26 21:55:21,2,评论,大理段家,0.8124
爱大理,2022-02-26 21:41:59,4,评论,爱大理,0.945
太帅了[OK],2022-02-26 22:27:24,5,评论,太帅了,0.983
大理人路过～欢迎来大理玩[鼓掌],2022-02-26 20:42:07,5,评论,大理人路过～欢迎来大理玩,0.8541
求剑谱，六脉的那种[doge],2022-02-27 12:23:27,6,回复,求剑谱，六脉的那种,0.4911
我时不时会去剑川玩,2022-02-27 13:34:27,6,回复,我时不时会去剑川玩,0.6827
回复 @二分之二次元 :巧了，这个假期刚去的沙溪古镇,2022-02-27 14:15:11,5,回复,回复 @二分之二次元 :巧了，这个假期刚去的沙溪古镇,0.0005
对了，老爹身体怎么样了。,2022-02-26 21:03:11,5,评论,对了，老爹身体怎么样了。,0.9208
明白了,2022-02-27 12:41:53,3,评论,明白了,0.1965
天天玩真美呀,2022-02-27 13:43:17,4,评论,天玩真美呀,0.9454
关注一年多了望大家平安顺利[冰墩墩][雪容融],2022-02-27 02:21:23,4,评论,关注一年多了望大家平安顺利,0.9612
Oli，下次去徒步虎跳峡～,2022-02-26 21:04:18,5,评论,Oli，下次去徒步虎跳峡～,0.9958
坏了我是（）,2022-02-26 20:39:10,4,评论,坏了我是（）,0.0022
我认识一个人他在做云南的咖啡生意，他的品牌叫FIBO,2022-03-07 15:43:46,5,评论,我认识一个人他在做云南的咖啡生意，他的品牌叫FIBO,0.9863
好想去啊！！！,2022-03-07 08:51:58,3,评论,好想去啊！,0.985
光看开头就很精彩,2022-02-26 20:55:03,5,评论,光看开头就很精彩,0.9098
来让评论上个百,2022-03-06 00:08:42,2,评论,来让评论上个百,0.0614
这个中英文字幕也太爱了呀,2022-02-26 21:04:21,5,评论,这个中英文字幕也太爱了呀,0.345
等不及看玉龙雪山近景[微笑],2022-02-26 21:25:36,4,评论,等不及看玉龙雪山近景,0.9757
其诗闻？,2022-02-26 21:31:58,4,评论,其诗闻？,0.0159
好地方啊,2022-02-26 22:01:33,5,评论,好地方啊,0.9216
美丽,2022-02-26 22:05:57,3,评论,美丽,0.9522
离我很近了，建水也欢迎你来，建水燕子洞，隔壁还有元阳梯田，都是值得一看的。但最近还是别来，不知道河口的疫情会不会蔓延过来[捂脸],2022-02-26 20:50:45,4,评论,离我很近了，建水也欢迎你来，建水燕子洞，隔壁还有元阳梯田，都是值得一看的。但最近还是别来，不知道河口的疫情会不会蔓延过来,0.9858
呵呵。看着小哥的丰富生活真心觉得世界这边独好,2022-03-03 11:01:16,4,评论,呵。看着小哥的丰富生活真心觉得世界这边独好,0.9597
去年公司旅游就是去了大理，印象深刻，跳舞的白族小姐姐很漂亮,2022-03-04 01:11:34,5,评论,去年公司旅游就是去了大理，印象深刻，跳舞的白族小姐很漂亮,0.9096
为什么油管更新了，B站不更？,2022-03-03 17:45:16,6,评论,为什么油管更新了，B站不更？,0.0008
我猜是怕被冲,2022-03-03 22:29:01,5,回复,我猜是怕被冲,0.0195
油管上他们在和别人对线，[打call]他们很支持俄罗斯,2022-03-03 22:45:38,5,回复,油管上他们在和别人对线，他们很支持俄罗斯,0.0773
谢谢你宣传我的家乡！很棒的视频！[给心心],2022-03-03 21:52:40,3,评论,谢你宣传我的家乡！很棒的视频！,0.8823
会去丽江吗,2022-03-02 21:57:13,3,评论,会去丽江吗,0.5158
