评论内容,评论时间,评论人等级,评论类型,评论内容-新,情感分值
论汉服簪娘到底盘活了多少传统手工艺！！,2022-02-01 10:41:16,3,评论,论汉服簪娘到底盘活了多少传统手工艺！,0.8843
点翠缠花绒花都活了 就是通草花的材料商还没开始大量出现,2022-02-05 15:14:02,6,回复,点翠缠花绒花都活了 就是通草花的材料商还没开始大量出现,0.3133
回复 @会天亮吗 :盘活是想说让更多人了解并且参与制作的意思吧,2022-02-06 17:38:42,5,回复,回复 @会天亮吗 :盘活是想说让更多人了解并且参与制作的意思吧,0.1116
回复 @左边的漩涡眉 :因为通草是一种真的木头切片做的,2022-02-06 17:39:29,5,回复,回复 @左边的漩涡眉 :因为通草是一种真的木头切片做的,0.7963
就钱到位，簪娘帮你安排上，咱们亏在不能认证非遗，但要说做出来没问题的，通草花算简单的,2022-02-05 15:34:32,5,评论,就钱到位，簪娘帮你安排上，咱们亏在不能认证非遗，但要说做出来没问题的，通草花算简单的,0.4662
对啊，通草花太贵了,2022-02-15 12:18:05,2,回复,对啊，通草花太贵了,0.2534
其实大部分会做的都是把它当副业来看，毕竟手工制作特别是做簪赚钱比较难，但不管主业还是副业，起码通草技艺能传承下去,2022-02-01 21:52:36,4,评论,其实大部分会做的都是把它当副业来看，毕竟手工制作特别是做簪赚钱比较难，但不管主业还是副业，起码通草技艺能传承下去,0.1667
多个手艺，多条路嘛！,2022-02-13 19:09:38,5,回复,多个手艺，多条路嘛！,0.7554
以前绒花说后继无人，然后疫情过后一堆大师[tv_笑哭],2022-02-08 20:15:06,5,评论,以前绒花说后继无人，然后疫情过后一堆大师,0.5021
哈哈哈都宅在家里修炼手艺了,2022-02-14 16:21:39,4,回复,哈都宅在家里修炼手艺了,0.9884
b站有一个up主用纸巾做的花也很像真花,2022-01-30 05:52:05,5,评论,b站有一个up主用纸巾做的花也很像真花,0.4282
同追。每次封面都惊艳。,2022-02-06 16:37:25,3,回复,同追。每次封面都惊艳。,0.9859
@清云手工花 这个up，俺也追了,2022-02-14 12:54:01,5,回复,@清云手工花 这个up，俺也追了,0.8669
纸巾和通草花的原材料差不多，都是草木压制，刚刚去看了，她也做的棒棒哒！,2022-02-17 09:01:19,2,回复,纸巾和通草花的原材料差不多，都是草木压制，刚去看了，她也做的棒哒！,0.9505
是国家认证的五人吧…没认证的簪娘不知有多少…只要不是严重依赖天赋的工艺，簪娘大多能搞定[喜极而泣],2022-02-17 20:29:45,5,评论,是国家认证的五人吧…没认证的簪娘不知有多少…只要不是严重依赖天赋的工艺，簪娘大多能搞定,0.9162
真的好开心她们能靠这手吃饭,2022-02-22 10:24:02,6,回复,真的好开心她们能靠这手吃饭,0.923
簪娘：不是技艺做不到。就是市场压价太厉害,2022-02-11 17:03:44,4,评论,簪娘：不是技艺做不到。就是市场压价太厉害,0.0675
是的 工期长 市场压价 断是不会断代的,2022-02-15 00:30:40,6,回复,是的 工期长 市场压价 断是不会断代的,0.0824
我们簪娘大伙们已经在做了！,2022-02-06 23:48:48,5,评论,我们簪娘大伙们已经在做了！,0.7153
才五人？b战能搜出好多呀,2022-02-01 20:03:18,5,评论,才五人？b战能搜出好多呀,0.2158
灵子犀介绍过各种头饰，其中有一个拿在手里的通草花。我在淘宝搜过通草花，可惜都是单独摆的，没有做成首饰的。路子走窄了啊,2022-02-05 14:44:51,5,评论,灵子犀介绍过各种头饰，其中有一个拿在手里的通草花。我在淘宝搜过通草花，可惜都是单独摆的，没有做成首饰的。路子走窄了啊,0.5732
回复 @海苔和巧克力豆 :超级貌美[狗子],2022-02-09 23:14:48,5,回复,回复 @海苔和巧克力豆 :超级貌美,0.9752
tb上有一家店铺叫扬州蕴玉通草花，是把通草花做成汉服发饰的,2022-02-09 23:14:31,5,回复,tb上有一家店铺叫扬州蕴玉通草花，是把通草花做成汉服发饰的,0.1551
闲鱼上面很多簪娘做的[doge],2022-02-15 14:01:25,5,回复,闲鱼上面很多簪娘做的,0.7813
@做通草的蕴玉,2022-02-06 00:44:57,3,评论,@做通草的蕴玉,0.8671
感谢分享,2022-02-06 16:37:54,3,回复,感谢分享,0.9852
b站一搜一大堆,2022-01-30 18:41:12,5,评论,b站一搜一大堆,0.2341
不是没人做，是市场还没打开，这些非遗饰品压价真的很厉害，簪娘泪目,2022-02-12 20:06:54,6,评论,不是没人做，是市场还没打开，这些非遗饰品压价真的很厉害，簪娘泪目,0.6735
不了解这个市场的人看我做的簪子都跟我说可以拿去卖啊,2022-02-20 11:09:43,6,回复,不了解这个市场的人看我做的簪子都跟我说可以拿去卖啊,0.3297
回复 @世间惆怅客 :问题是说这个话的人他们买了嘛[妙啊],2022-02-21 16:13:58,6,回复,回复 @世间惆怅客 :问题是说这个话的人他们买了嘛,0.2881
@做通草的蕴玉 这位是扬州通草花的非遗传人本人哦。,2022-02-06 00:46:02,3,评论,@做通草的蕴玉 这位是扬州通草花的非遗传人本人哦。,0.9111
不是，但凡簪娘知道的，会有失传的？又有哪个失传了？簪娘技能一抓一大把的！,2022-02-14 23:01:31,5,评论,不是，但凡簪娘知道的，会有失传的？又有哪个失传了？簪娘技能一抓一大把的！,0.0283
簪娘:来活了！！！[狗子],2022-02-10 21:26:11,5,评论,簪娘:来活了！,0.7204
汉服加油，盘活通草！,2022-02-05 19:19:55,5,评论,汉服加油，盘活通草！,0.8914
b站是有很多做这种的up主，但像这么真的还是没几个,2022-02-05 13:11:35,4,评论,b站是有很多做这种的up主，但像这么真的还是没几个,0.1108
？这不是匠人集的视频？,2022-02-03 17:30:57,5,评论,？这不是匠人集的视频？,0.0109
塑料花取代通草花对普通人来说是好事，这种手工奢饰品放到古代也只有少数人能享受到，现代人力成本这么高，价格更不知道多高,2022-02-20 13:03:42,4,评论,塑料花取代通草花对普通人来说是好事，这种手工奢饰品放到古代也只有少数人能享受到，现代人力成本这么高，价格更不知道多高,0.1086
某书好几个大佬做的很好,2022-02-20 00:14:47,5,评论,某书好几个大佬做的很好,0.9741
记得第一次知道通草花这种手艺还是在《燃犀奇谈》上，里面的青柳就是扬州，小说里写的通草花还是当做供花放在龛前的[doge],2022-02-13 14:56:02,6,评论,记得第一次知道通草花这种手艺还是在《燃犀奇谈》上，里面的青柳就是扬州，小说里写的通草花还是当做供花放在龛前的,0.8458
这种跟适合做奥运礼花,2022-02-12 20:13:22,5,评论,这种跟适合做奥运礼花,0.543
这个做不了哦，这个比较娇贵，她不方便保存,2022-03-03 13:19:09,3,回复,这个做不了哦，这个比较娇贵，她不方便保存,0.3571
这个太昂贵了，而且不方便运输保存,2022-02-13 15:15:51,5,回复,这个太昂贵了，而且不方便运输保存,0.1243
"前辈们为咱们付出的血汗不能被外人偷窃！同志们，一起努力起来呀这是转的评论借楼提醒一下，近年韩国官方背后推动有组织的抄袭中国文化越来越严重!建筑！服饰！饮食!习俗等等!培养大量画手画中国风漫画在外网把中国称作“东洋风”只字不提中国受影响是中国文化!企图模糊文化的源头!让它们方便挪用!不要小看!这是很严重侵占文化的问题！这些将能带来巨大文化收益!希望国人和官方重视起来!想了解更多的小伙伴可以wb关注文化输出现象超话,里面有大量韩国抄袭中国的帖子,也可以帮忙分享转发这条评论,让更多国人和官方看到重视起来!谢谢了(转自b站)我实在不知道该怎么发挥自己的一份力量，只能通过这种方式来告诉大家，大家也希望这件事能够被重视起来，这怎么看都是有组织有预谋的一个文化侵占行动。【热词系列_害怕】同胞们，请注意现在韩国，日本，甚至越南，印度，都在有组织的偷窃中国文化，在油管上面混淆视听，大放厥词，也希望看到这条的同胞们，站起来！一起抵抗！举报，澄清，据理力争，与贼人斗争到底！打赢这场文化战！微博，小红书，快看漫画，抖音等等已经被贼人资本注入资金，而且买了大量水军，进入中国混淆视听，而且伺机借着交流的幌子偷取中国文化，中医药，汉服，传统节日，美食，技艺，甚至历史都在被大量偷取！！大家去油管看看，能被气死，同胞们，我们要守卫我们的文化！！这也是一场战争！星星之火可以燎原，现在该我们守护我们的后人了！！看到偷取中国文化的视频请举报，评论澄清！不要做沉默的大多数！三人成虎，人言可畏！一旦贼人成功，一代一代洗脑，未来将没有人知道真相！我们要团结起来，共抗外敌！",2022-02-22 22:09:47,5,评论,"前辈们为咱们付出的血汗不能被外人偷窃！同志们，一起努力起来呀这是转的评论借楼提醒一下，近年韩国官方背后推动有组织的抄袭中国文化越来越严重!建筑！服饰！饮食!习俗等!培养大量画手画中国风漫画在外网把中国称作“东洋风”只字不提中国受影响是中国文化!企图模糊文化的源头!让它们方便挪用!不要小看!这是很严重侵占文化的问题！这些将能带来巨大文化收益!希望国人和官方重视起来!想了解更多的小伙伴可以wb关注文化输出现象超话,里面有大量韩国抄袭中国的帖子,也可以帮忙分享转发这条评论,让更多国人和官方看到重视起来!谢了(转自b站)我实在不知道该怎么发挥自己的一份力量，只能通过这种方式来告诉大家，大家也希望这件事能够被重视起来，这怎么看都是有组织有预谋的一个文化侵占行动。【热词系列_害怕】同胞们，请注意现在韩国，日本，甚至越南，印度，都在有组织的偷窃中国文化，在油管上面混淆视听，大放厥词，也希望看到这条的同胞们，站起来！一起抵抗！举报，澄清，据理力争，与贼人斗争到底！打赢这场文化战！微博，小红书，快看漫画，抖音等已经被贼人资本注入资金，而且买了大量水军，进入中国混淆视听，而且伺机借着交流的幌子偷取中国文化，中医药，汉服，传统节日，美食，技艺，甚至历史都在被大量偷取！大家去油管看，能被气死，同胞们，我们要守卫我们的文化！这也是一场战争！星之火可以燎原，现在该我们守护我们的后人了！看到偷取中国文化的视频请举报，评论澄清！不要做沉默的大多数！三人成虎，人言可畏！一旦贼人成功，一代洗脑，未来将没有人知道真相！我们要团结起来，共抗外敌！",0.0121
这个比绒花真实。,2022-02-21 23:17:49,5,评论,这个比绒花真实。,0.6688
看封面就以为是一种植物[保卫萝卜_哇],2022-02-15 13:36:41,4,评论,看封面就以为是一种植物,0.5089
开班吧,2022-02-13 18:16:27,4,评论,开班吧,0.4079
想学,2022-02-13 15:06:55,5,评论,想学,0.6389
谢谢科普,2022-02-11 16:38:17,5,评论,谢科普,0.6105
太厉害了[喜欢][打call],2022-02-08 23:16:19,5,评论,太厉害了,0.2511
