评论内容,评论时间,评论人等级,评论类型
只有钱才能让他传下来。赚不到钱的东西是不行的。,2021-11-06 11:50:40,5,评论
回复 @逗比懒货欢乐多 :高逼格不能赚钱的，高逼格结合生产力才能现在那些奢侈品品牌赚的也不是高定的钱，而是靠高定打出名声，人脉，影响力，赚下沉市场的钱,2021-11-06 13:55:37,6,回复
这玩意高逼格，就是需要推广，打出名声了就成了,2021-11-06 12:37:15,5,回复
这种要先能加入机器生产，把人工成本降下来，然后一部分纯手工的可以带来高利润，低人工成本可以让人接受、知道这玩意。要让人觉得我学好了当大师，学艺不精也能有饭吃才有人学,2021-11-06 13:02:34,5,回复
我不日精，但这里我必须提到那个破岛国的传统手工艺。他们的传统手工艺已经逐渐转型了，他们把传统手工艺结合了现代科技，活用竹编、漆器的这些手艺，应用在钢笔✒️、刀具、台灯、汽车内饰美化等这类实用性物品上，让物品虽然奢侈但却又有实用性。小可自己就有40多支各式各样的钢笔，其中日本进口的漆艺钢笔有不少，深有体会，漆艺本来自于中国，为何国际社会上却被叫做“Japan”。,2021-11-08 21:17:10,4,评论
我国的产业链虽然完善，但大部分都依赖于发展水平相对落后但体量大的重工业，对于产业的前端和后端都不太重视。。。,2021-11-13 22:06:23,4,回复
主要是他们摸索出了让艺术走进生活，而不是供奉起来的小众艺术[doge][doge][doge],2021-11-14 19:04:12,4,回复
回复 @回回旋 :感觉设计工艺产业化了，才能有机会拿下市场份额，而且这个过程还要看契机，因为以前市场占领者可能已经渗透价值观念到消费者的意识中了（当然要是觉得小众更符合格调当我没说）,2021-11-22 20:01:31,5,回复
看评论里很多人还说风凉话真是蛮难过的…真的超级好看啊，工业批量生产出来的终究不能和艺术相提并论。,2021-11-06 17:37:43,5,评论
我想艺术品能批量生产就不叫艺术品了，好比啤酒瓶子放两千年前也是个艺术品[doge],2021-11-06 18:56:25,6,回复
回复 @肥皂Fince :这个问题已经有艺术人问了，波普艺术就是可以大量生产，甚至不美都可以算艺术,2021-11-06 19:09:39,4,回复
有的人不去了解行业就对其吹头论足，张嘴就是“不愿走下神坛”，我看你也挺傲慢的,2021-11-06 22:27:00,5,评论
疯狂dd,2021-11-06 23:43:04,5,回复
我就是枫溪人，我自己家也有陶瓷厂，这种沙雕镂空失传个鬼，只是说销路不好，做的人比较少，我们附近也就只有一两个场子做你压根就没失传，我都不知道是我还是怎么传承失传了，前段时间还看到一个上釉，就一个普普通通的陶瓷必备工序，都能给写成失传,2021-11-12 11:15:18,5,回复
回复 @洛樱losakura :所以说这个不是非遗嘛,2021-11-12 17:12:26,5,回复
身为潮汕人看见国人对待艺术品以居高临下的姿态来评判，更有甚者还认为这些就理应被淘汰消失，我只能感叹现在中国人更像是在金山上要饭，明明国家有那么多艺术品不去珍惜，却反过来咬上一口，人家只是发个视频，好像就踩在它们的狗尾巴上一般，彷佛他们才是艺术大师，嘴强王者们哟，没文化没事，但是要有道德，你连嘴德都做不到，你这人一生也就那样了，没出息！,2021-11-08 20:44:54,5,评论
借楼，视频里的大师在抖音有账号 名字叫雲氺堂瓷艺工作室，最近在尝试创新新作品，大家可以去看看喔,2021-11-20 16:12:44,5,回复
以过来人说两句，潮汕陶器被某些人玩死的，我不说是谁以免地域攻击。零几年曾花十几万定制一对花瓶，中间几个月的糟心事不说，直接说结果，我们收到了残次品（暗伤，天气变化裂了。）零几年搞出这种东西，怎么洗。。。,2021-11-22 11:19:25,3,回复
回复 @幸福的福建人姓吴 :你是找到了某些缺德老板正儿八经的陶瓷厂把控是很严的,2022-01-02 18:16:08,5,回复
所有评论区里面说失传就失传的，我有理由充分怀疑是偷国（韩国）强盗国（日本）和不要脸国（越南）的，大家最好注意一下啦[呲牙],2021-11-09 13:25:38,6,评论
文化是可以掠夺的，只要你比他好，时间长了大家就会公认是你的,2021-11-20 09:25:09,5,回复
好耶，行走的50w[给心心],2021-11-20 17:54:56,5,回复
回复 @Gr鸡幺幺 :别抢，给我留几个。[阴险],2021-11-21 10:09:39,5,回复
怎么可能赚不钱，我看有很多人都想歪了，我有一个老师就以前专门去搞采访写论文的，除非你做的是真的跟不上现代审美，一个非物质文化遗产的招牌一摆，不知道有多少人想买，失传无非是他们不肯教怕自己不值钱（从他们经常说某某技法是自己创造的可以看出来）[提摩西小队_垂钓],2021-11-06 16:46:47,5,评论
