评论内容,评论时间,评论人等级,评论类型
老祖宗的东西果然太深奥了啊[笑哭]真正的魅力真的只有深入了解后才能感受到啊[大哭],2022-02-23 12:53:30,5,评论
戏曲的帔念披，源于明代披风。褶念学，也叫道袍，源于明代交领服装（如直裰，道袍）,2022-02-27 19:26:45,6,评论
京剧中好像把“帔”念成“披”，把“褶”念成“学”，不过我也不知道为啥那么念[思考]  还有老戏服用织锦的好多件啊，不知道为啥现在的戏服基本上只用刺绣和暗纹的布料了。。。,2022-02-23 12:45:46,5,评论
我记得看过，记不太清楚了，应该是来自文读，即正式读法非日常化口语的读法，现在已经直接被日常化口语替代统一，不区分了,2022-02-24 00:50:30,5,回复
资料来源《同光十三绝》，不是《同光十三角》,2022-02-23 14:18:36,5,评论
打错字了[藏狐]，后期的鸡腿没了,2022-02-23 14:27:43,6,回复
up知不知道故宫的“每日故宫”APP[惊喜]上面的会发布故宫的藏品，基本上藏品很高清，看纹样细节会更方便，如果能用上，就可以多一种资料搜索渠道了[惊喜],2022-02-23 13:49:50,5,评论
懂得，担心版权问题。京剧服饰的高清图真的不好找,2022-02-23 13:51:37,6,回复
回复 @纹藏 :故宫有一些清代戏服的藏品 不知道楼主说的app里能不能找得到[虎年],2022-03-10 22:49:48,5,回复
帔京剧里面念pi1，褶子念成xue2子,2022-02-23 14:04:24,6,评论
学戏曲不仅可以练身段和声音，还能练眼神，练过以后真的目光炯炯有神，真的希望现在那些演员能去练练,2022-02-23 13:12:51,6,评论
支持,2022-02-23 12:33:44,4,评论
第一季[热词系列_完结撒花]，突然有点舍不得[笑哭]从铜钱纹开始关注纹藏，青花瓷的片头还很朴素，现在的片头已经相当帅了，我集齐了一沓视频文稿，准备召唤第二季[doge],2022-02-23 20:34:30,5,评论
[给心心],2022-02-24 16:37:46,6,回复
[热词系列_完结撒花]期待第二季！感谢纹藏的收集和整理，辛苦了！每一期我都超爱哒！不同朝代、工艺、民族等等生活方方面面，太多的漂亮的纹样，期待下一季的纹藏！[给心心][给心心][给心心],2022-02-23 13:43:19,5,评论
帔应读pī，褶应读xué[热词系列_泪目][热词系列_保护],2022-03-07 01:03:05,5,评论
赞啊👍,2022-03-05 18:38:28,2,评论
感觉应该重视服化道，我们电视剧古装到未来会不会也被捧为文化遗产？[嗑瓜子][脱单doge],2022-02-27 23:02:33,4,评论
漂亮，见过很多老挽袖老靠腿，纹样是真的美不胜收,2022-02-24 08:27:50,3,评论
[热词系列_知识增加][热词系列_知识增加],2022-02-23 20:32:52,3,评论
好看[鼓掌],2022-02-23 14:01:26,4,评论
什么时候能够人手一套,2022-02-23 13:29:01,4,评论
这期标题取得太好了呜呜呜[委屈][委屈][委屈],2022-02-23 13:14:44,5,评论
京剧服饰中“帔”读pi因为此服饰就是起源于所谓明代的“披风”戏曲中最常见的服装之一，一般为角色的常服故男性角色穿着的披风简称“男披”女性所穿着的则简称为“女披”后被人误抄作“帔”但还仍旧读作pi,2022-02-23 16:37:15,3,评论
最终篇？这要完结啦？,2022-02-23 16:02:23,5,评论
第一季完结了,2022-02-23 16:08:33,6,回复
回复 @纹藏 :第二季加油鸭！！,2022-02-23 18:41:56,5,回复
还分最终篇的？那岂不是还有番外篇？！[冰墩墩],2022-02-23 13:12:20,2,评论
最终篇？这竟然是第一季完结。[罗小黑战记_吓]第二季会是啥时候来呢？,2022-02-23 12:47:45,6,评论
看缘分吧,2022-02-23 13:40:37,6,回复
多元,2022-02-23 12:33:46,5,评论
支持一下,2022-02-23 12:28:30,6,评论
来了，来了，点赞评论再看[吃瓜][吃瓜],2022-02-23 12:28:18,6,评论
你把非遗写在标题上，第二天它就成韩国的,2022-03-09 12:09:15,2,评论
