评论内容,评论时间,评论人等级,评论类型
UP你怕不怕韩国  日本   越南它们盗视频，希望你不会被盗，希望你能打一些水印以防被盗。[doge],2020-12-22 07:24:39,5,评论
b站不是🈶️水印了嘛～,2020-12-22 09:57:15,6,回复
回复 @阿时爱吃红烧肉 :B站的水印在角上还比较小，应该挺容易就能去掉和挡掉的，还是自己弄一个不好去掉的吧,2020-12-22 10:12:46,6,回复
回复 @阿时爱吃红烧肉 :[跪了]有也给抹了，再打上越语韩语，然后就能理直气壮的说是自己的了。干这个，它们熟练的很。,2020-12-22 10:18:24,5,回复
我的学校——泉州艺术学校，艺术设计系每一届都会教无骨花灯，因为这种非遗物质文化遗产已经开始逐渐失传，无骨花灯虽然有材料包，但现在能做到从设计花灯到制作的越来越少，如果计算的角度不对，那可能导致裁切出来的纸片到最后粘合不上，up主能介绍无骨花灯让更多人了解它是真的好，希望它能流传下去，不要真的失传了,2020-12-22 08:53:56,5,评论
设计 刺针 裁剪真的太难了[捂脸-圣诞],2020-12-22 09:56:52,6,回复
回复 @阿时爱吃红烧肉 :是的，也是因此它开始逐渐走向失传……,2020-12-22 11:27:12,5,回复
应该不至于，这个东西虽然制作很费时，但论起设计原理很简单，就是个拼装纸模型的原理，设计者连纸质高达模型都能做出来，更别提一盏花灯了，就看有没有人愿意去做罢了。关键是做这个能否获利，一有市场，自然有很多人会愿意去做，所以第一步是要普及和介绍，知道的人多了市场自然会慢慢出来。说实话，怕的还真不是由于没有设计者而失传，毕竟现在的建模技术比古代不知道发达到哪里去了，怕的是科学技术继续发展，有一天这种无骨花灯都使用3d打印制作了，那这手工技术就真的失传了。,2020-12-23 09:12:12,3,回复
无骨花灯太好看了吧！！！简直就是汉服的百搭单品！就是不知道我的手给不给力[doge],2020-12-21 22:19:16,5,评论
同感,2020-12-21 22:26:50,5,回复
买材料包就还好 从0开始已经不是手好不好的问题了[doge],2020-12-22 09:57:42,6,回复
回复 @阿时爱吃红烧肉 :视频那个纸板有材料包吗,2021-10-03 12:35:12,4,回复
你这视频做的太好了，不过注意一定加水印啊，不然越南人会说这是他们的。,2020-12-21 22:26:09,5,评论
姐姐加油呀！你的视频这么用心，播放量会越来越多的[OK],2020-12-22 00:44:10,5,回复
回复 @从心小鬼 :有史新低[捂脸-圣诞],2020-12-22 09:58:02,6,回复
最怕的不是韩国人吗 哈哈哈哈 全世界可都是他们的呀,2021-01-17 13:19:34,5,回复
花灯重现 0:00历史介绍 0:33制作教学 1:40小结寄语 3:10阿时冲呀[鼓掌],2020-12-21 20:22:06,6,评论
刚点开视频我以为要做那个鱼[滑稽],2020-12-22 04:35:30,4,评论
哈哈哈哈哈哈哈哈 我也想,2020-12-22 09:58:11,6,回复
